plot_id,sample_id,lon,lat,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,Crop/ or not
139459144,543839977,29.22093191,-0.867935506,FALSE,2021-04-13 5:41,11.0 secs,Mapbox Satellite,,POINT(29.220931912 -0.867935506),Non-crop
139459145,543839978,30.90143182,-1.497424228,FALSE,2021-04-13 5:41,6.1 secs,Mapbox Satellite,,POINT(30.901431821 -1.497424228),Non-crop
139459146,543839979,28.53732489,-1.759318017,FALSE,2021-04-13 5:41,5.3 secs,Mapbox Satellite,,POINT(28.537324894 -1.759318017),Non-crop
139459147,543839980,29.16731024,-2.235693169,FALSE,2021-04-13 5:41,4.6 secs,Mapbox Satellite,,POINT(29.167310239 -2.235693169),Non-crop
139459148,543839981,28.95731512,-1.128458256,FALSE,2021-04-13 5:41,18.2 secs,Mapbox Satellite,,POINT(28.957315124 -1.128458256),Non-crop
139459149,543839982,28.53930119,-1.18638002,FALSE,2021-04-13 5:41,5.1 secs,Mapbox Satellite,,POINT(28.539301188 -1.18638002),Non-crop
139459150,543626110,29.69238786,-1.339661895,TRUE,2021-04-13 5:46,296.9 secs,,,POINT(29.692387858 -1.339661895),
139459151,543839983,30.90089283,-1.758779282,FALSE,2021-04-13 5:46,5.4 secs,Mapbox Satellite,,POINT(30.900892832 -1.758779282),Non-crop
139459152,543839984,29.593948,-2.915554404,FALSE,2021-04-13 5:47,5.7 secs,Mapbox Satellite,,POINT(29.593948002 -2.915554404),Non-crop
139459153,543839985,29.90867118,-1.398117781,FALSE,2021-04-13 5:47,11.1 secs,Mapbox Satellite,,POINT(29.90867118 -1.398117781),Non-crop
139459154,543839986,30.95289754,-1.187996641,FALSE,2021-04-13 5:47,10.0 secs,Mapbox Satellite,,POINT(30.952897538 -1.187996641),Non-crop
139459155,543839987,30.27018884,-1.555157659,FALSE,2021-04-13 5:47,19.8 secs,Mapbox Satellite w/ Labels,,POINT(30.270188835 -1.555157659),Non-crop
139459156,543839988,30.16528111,-2.393913641,FALSE,2021-04-13 5:48,14.4 secs,Mapbox Satellite w/ Labels,,POINT(30.165281109 -2.393913641),Non-crop
139459157,543839989,30.90161149,-2.498725745,FALSE,2021-04-13 5:48,7.4 secs,Mapbox Satellite w/ Labels,,POINT(30.901611485 -2.498725745),Non-crop
139459158,543626118,29.95564532,-0.870091215,TRUE,2021-04-13 5:49,70.8 secs,,,POINT(29.95564532 -0.870091215),
139459159,543839990,28.85168875,-1.551924912,FALSE,2021-04-13 5:49,9.1 secs,Mapbox Satellite,,POINT(28.851688746 -1.551924912),Non-crop
139459160,543839991,28.96288468,-1.022311603,FALSE,2021-04-13 5:49,8.7 secs,Mapbox Satellite,,POINT(28.962884679 -1.022311603),Non-crop
139459161,543626121,30.79993769,-1.024467216,TRUE,2021-04-13 5:50,31.6 secs,,,POINT(30.799937694 -1.024467216),
139459162,543839992,30.59263752,-2.286221202,FALSE,2021-04-13 5:50,10.6 secs,Mapbox Satellite,,POINT(30.592637524 -2.286221202),Non-crop
139459163,543839993,28.7512726,-1.285695065,FALSE,2021-04-13 5:50,4.4 secs,Mapbox Satellite,,POINT(28.751272596 -1.285695065),Non-crop
139459164,543839994,30.68964008,-1.023748678,FALSE,2021-04-13 5:50,5.8 secs,Mapbox Satellite,,POINT(30.689640076 -1.023748678),Non-crop
139459165,543839995,29.43236433,-1.078798386,FALSE,2021-04-13 5:50,5.8 secs,Mapbox Satellite,,POINT(29.432364332 -1.078798386),Non-crop
139459166,543839996,29.69741842,-2.18013648,FALSE,2021-04-13 5:50,16.7 secs,Mapbox Satellite,,POINT(29.697418424 -2.18013648),Cropland
139459167,543839997,30.85355937,-2.759552181,FALSE,2021-04-13 5:51,4.2 secs,Mapbox Satellite,,POINT(30.853559366 -2.759552181),Non-crop
139459168,543839998,30.37473724,-1.238373082,FALSE,2021-04-13 5:51,5.1 secs,Mapbox Satellite,,POINT(30.374737235 -1.238373082),Non-crop
139459169,543839999,30.7459567,-2.606042166,FALSE,2021-04-13 5:51,8.8 secs,Mapbox Satellite,,POINT(30.745956695 -2.606042166),Non-crop
139459170,543840000,28.43798672,-1.025365387,FALSE,2021-04-13 5:51,4.4 secs,Mapbox Satellite,,POINT(28.437986723 -1.025365387),Non-crop
139459171,543840001,30.01286025,-2.811136545,FALSE,2021-04-13 5:51,11.5 secs,Mapbox Satellite,,POINT(30.012860254 -2.811136545),Non-crop
139459172,543840002,29.80412278,-1.602473154,FALSE,2021-04-13 5:52,24.0 secs,Mapbox Satellite,,POINT(29.80412278 -1.602473154),Non-crop
139459173,543840003,28.53570793,-0.818271799,FALSE,2021-04-13 5:52,7.0 secs,Mapbox Satellite,,POINT(28.535707927 -0.818271799),Non-crop
139459174,543840004,29.32637863,-1.865071125,FALSE,2021-04-13 5:52,7.9 secs,Mapbox Satellite,,POINT(29.326378627 -1.865071125),Non-crop
139459175,543840005,29.58748013,-3.02373025,FALSE,2021-04-13 5:52,10.5 secs,Mapbox Satellite,,POINT(29.587480132 -3.02373025),Non-crop
139459176,543840006,30.47910597,-1.026982096,FALSE,2021-04-13 5:52,7.9 secs,Mapbox Satellite,,POINT(30.479105972 -1.026982096),Non-crop
139459177,543840007,30.79742241,-0.975344602,FALSE,2021-04-13 5:52,4.3 secs,Mapbox Satellite,,POINT(30.797422411 -0.975344602),Non-crop
139459178,543840008,29.2788655,-1.549769745,FALSE,2021-04-13 5:52,3.5 secs,Mapbox Satellite,,POINT(29.278865498 -1.549769745),Non-crop
139459179,543840009,29.64038315,-2.763500178,FALSE,2021-04-13 5:53,15.3 secs,Mapbox Satellite,,POINT(29.640383153 -2.763500178),Cropland
139459180,543840010,30.38228308,-1.92225481,FALSE,2021-04-13 5:53,13.7 secs,Mapbox Satellite,,POINT(30.382283083 -1.92225481),Non-crop
139459181,543840011,28.54253512,-1.653199737,FALSE,2021-04-13 5:53,5.4 secs,Mapbox Satellite,,POINT(28.542535123 -1.653199737),Non-crop
139459182,543840012,29.69544213,-1.969022308,FALSE,2021-04-13 5:53,34.2 secs,Mapbox Satellite,,POINT(29.69544213 -1.969022308),Cropland
139459183,543840013,28.5401995,-2.650633726,FALSE,2021-04-13 5:54,15.7 secs,Mapbox Satellite,,POINT(28.540199503 -2.650633726),Non-crop
139459184,543840014,28.43439346,-1.239989671,FALSE,2021-04-13 5:54,5.0 secs,Mapbox Satellite,,POINT(28.434393462 -1.239989671),Non-crop
139459185,543840015,29.95438768,-1.498322237,FALSE,2021-04-13 5:54,8.8 secs,Mapbox Satellite,,POINT(29.954387679 -1.498322237),Non-crop
139459186,543840016,29.16641192,-2.704914713,FALSE,2021-04-13 5:54,10.2 secs,Mapbox Satellite,,POINT(29.166411924 -2.704914713),Cropland
